"species_code","common_name","scientific_name","xc_common_name","xc_scientific_name"
"horcur2","Sira Curassow","Pauxi koepckeae","Sira Curassow","Pauxi koepckeae"
"horcur3","Horned Curassow","Pauxi unicornis",NA,NA
"grecur1","Great Curassow","Crax rubra","Great Curassow","Crax rubra"
"bubcur1","Blue-billed Curassow","Crax alberti","Blue-billed Curassow","Crax alberti"
"yekcur1","Yellow-knobbed Curassow","Crax daubentoni","Yellow-knobbed Curassow","Crax daubentoni"
"blacur1","Black Curassow","Crax alector","Black Curassow","Crax alector"
"watcur1","Wattled Curassow","Crax globulosa","Wattled Curassow","Crax globulosa"
"bafcur1","Bare-faced Curassow","Crax fasciolata","Bare-faced Curassow","Crax fasciolata"
"rebcur1","Red-billed Curassow","Crax blumenbachii","Red-billed Curassow","Crax blumenbachii"
"helgui","Helmeted Guineafowl","Numida meleagris","Helmeted Guineafowl","Numida meleagris"
"whbgui1","White-breasted Guineafowl","Agelastes meleagrides","White-breasted Guineafowl","Agelastes meleagrides"
"blagui1","Black Guineafowl","Agelastes niger",NA,NA
"vulgui1","Vulturine Guineafowl","Acryllium vulturinum","Vulturine Guineafowl","Acryllium vulturinum"
"plugui1","Plumed Guineafowl","Guttera plumifera","Plumed Guineafowl","Guttera plumifera"
"cregui1","Crested Guineafowl","Guttera pucherani","Crested Guineafowl","Guttera pucherani"
"stopar1","Stone Partridge","Ptilopachus petrosus","Stone Partridge","Ptilopachus petrosus"
"nahfra2","Nahan's Francolin","Ptilopachus nahani","Nahan's Partridge","Ptilopachus nahani"
"tafqua1","Tawny-faced Quail","Rhynchortyx cinctus","Tawny-faced Quail","Rhynchortyx cinctus"
"mouqua","Mountain Quail","Oreortyx pictus","Mountain Quail","Oreortyx pictus"
"bewpar1","Bearded Wood-Partridge","Dendrortyx barbatus","Bearded Wood Partridge","Dendrortyx barbatus"
"ltwpar1","Long-tailed Wood-Partridge","Dendrortyx macroura","Long-tailed Wood Partridge","Dendrortyx macroura"
"bcwpar1","Buffy-crowned Wood-Partridge","Dendrortyx leucophrys","Buffy-crowned Wood Partridge","Dendrortyx leucophrys"
"banqua1","Banded Quail","Philortyx fasciatus","Banded Quail","Philortyx fasciatus"
"norbob","Northern Bobwhite","Colinus virginianus","Northern Bobwhite","Colinus virginianus"
"bltbob1","Black-throated Bobwhite","Colinus nigrogularis","Yucatan Bobwhite","Colinus nigrogularis"
"crebob1","Crested Bobwhite","Colinus cristatus","Crested Bobwhite","Colinus cristatus"
"scaqua","Scaled Quail","Callipepla squamata","Scaled Quail","Callipepla squamata"
"elequa","Elegant Quail","Callipepla douglasii","Elegant Quail","Callipepla douglasii"
"calqua","California Quail","Callipepla californica","California Quail","Callipepla californica"
"gamqua","Gambel's Quail","Callipepla gambelii","Gambel's Quail","Callipepla gambelii"
"monqua","Montezuma Quail","Cyrtonyx montezumae","Montezuma Quail","Cyrtonyx montezumae"
"ocequa1","Ocellated Quail","Cyrtonyx ocellatus","Ocellated Quail","Cyrtonyx ocellatus"
"sinqua1","Singing Quail","Dactylortyx thoracicus","Singing Quail","Dactylortyx thoracicus"
"mawqua1","Marbled Wood-Quail","Odontophorus gujanensis","Marbled Wood Quail","Odontophorus gujanensis"
"swwqua1","Spot-winged Wood-Quail","Odontophorus capueira","Spot-winged Wood Quail","Odontophorus capueira"
"bewqua1","Black-eared Wood-Quail","Odontophorus melanotis","Black-eared Wood Quail","Odontophorus melanotis"
"bfwqua1","Black-fronted Wood-Quail","Odontophorus atrifrons","Black-fronted Wood Quail","Odontophorus atrifrons"
"rfwqua1","Rufous-fronted Wood-Quail","Odontophorus erythrops","Rufous-fronted Wood Quail","Odontophorus erythrops"
"chwqua1","Chestnut Wood-Quail","Odontophorus hyperythrus","Chestnut Wood Quail","Odontophorus hyperythrus"
"dbwqua1","Dark-backed Wood-Quail","Odontophorus melanonotus","Dark-backed Wood Quail","Odontophorus melanonotus"
"rbwqua1","Rufous-breasted Wood-Quail","Odontophorus speciosus","Rufous-breasted Wood Quail","Odontophorus speciosus"
"tawqua1","Tacarcuna Wood-Quail","Odontophorus dialeucos","Tacarcuna Wood Quail","Odontophorus dialeucos"
"gowqua1","Gorgeted Wood-Quail","Odontophorus strophium","Gorgeted Wood Quail","Odontophorus strophium"
"venwoq1","Venezuelan Wood-Quail","Odontophorus columbianus","Venezuelan Wood Quail","Odontophorus columbianus"
"bbwqua1","Black-breasted Wood-Quail","Odontophorus leucolaemus","Black-breasted Wood Quail","Odontophorus leucolaemus"
"sfwqua1","Stripe-faced Wood-Quail","Odontophorus balliviani","Stripe-faced Wood Quail","Odontophorus balliviani"
"stwqua1","Starred Wood-Quail","Odontophorus stellatus","Starred Wood Quail","Odontophorus stellatus"
"spwqua1","Spotted Wood-Quail","Odontophorus guttatus","Spotted Wood Quail","Odontophorus guttatus"
"udzpar1","Udzungwa Partridge","Xenoperdix udzungwensis","Udzungwa Forest Partridge","Xenoperdix udzungwensis"
"ferpar2","Ferruginous Partridge","Caloperdix oculeus","Ferruginous Partridge","Caloperdix oculeus"
"crepar1","Crested Partridge","Rollulus rouloul","Crested Partridge","Rollulus rouloul"
"blapar2","Black Partridge","Melanoperdix niger","Black Partridge","Melanoperdix niger"
"hilpar1","Hill Partridge","Arborophila torqueola","Hill Partridge","Arborophila torqueola"
"sicpar1","Sichuan Partridge","Arborophila rufipectus","Sichuan Partridge","Arborophila rufipectus"
"chbpar2","Chestnut-breasted Partridge","Arborophila mandellii","Chestnut-breasted Partridge","Arborophila mandellii"
"whnpar2","White-necklaced Partridge","Arborophila gingica","White-necklaced Partridge","Arborophila gingica"
"rutpar1","Rufous-throated Partridge","Arborophila rufogularis","Rufous-throated Partridge","Arborophila rufogularis"
"whcpar1","White-cheeked Partridge","Arborophila atrogularis","White-cheeked Partridge","Arborophila atrogularis"
"taipar1","Taiwan Partridge","Arborophila crudigularis","Taiwan Partridge","Arborophila crudigularis"
"haipar1","Hainan Partridge","Arborophila ardens","Hainan Partridge","Arborophila ardens"
"chbpar1","Chestnut-bellied Partridge","Arborophila javanica","Chestnut-bellied Partridge","Arborophila javanica"
"gybpar3","Malaysian Partridge","Arborophila campbelli","Malaysian Partridge","Arborophila campbelli"
"gybpar5","Roll's Partridge","Arborophila rolli","Roll's Partridge","Arborophila rolli"
"gybpar6","Sumatran Partridge","Arborophila sumatrana","Sumatran Partridge","Arborophila sumatrana"
"gybpar4","Gray-breasted Partridge","Arborophila orientalis","Grey-breasted Partridge","Arborophila orientalis"
"babpar1","Bar-backed Partridge","Arborophila brunneopectus","Bar-backed Partridge","Arborophila brunneopectus"
"ornpar1","Orange-necked Partridge","Arborophila davidi","Orange-necked Partridge","Arborophila davidi"
"chhpar1","Chestnut-headed Partridge","Arborophila cambodiana",NA,NA
"rebpar5","Red-breasted Partridge","Arborophila hyperythra","Red-breasted Partridge","Arborophila hyperythra"
"rebpar3","Red-billed Partridge","Arborophila rubrirostris","Red-billed Partridge","Arborophila rubrirostris"
"scbpar1","Scaly-breasted Partridge","Arborophila chloropus","Green-legged Partridge","Arborophila chloropus"
"chnpar1","Chestnut-necklaced Partridge","Arborophila charltonii","Chestnut-necklaced Partridge","Arborophila charltonii"
"lobpar3","Long-billed Partridge","Rhizothera longirostris","Long-billed Partridge","Rhizothera longirostris"
"lobpar2","Dulit Partridge","Rhizothera dulitensis",NA,NA
"crearg1","Crested Argus","Rheinardia ocellata","Crested Argus","Rheinardia ocellata"
"grearg1","Great Argus","Argusianus argus","Great Argus","Argusianus argus"
"compea","Indian Peafowl","Pavo cristatus","Indian Peafowl","Pavo cristatus"
"grepea1","Green Peafowl","Pavo muticus","Green Peafowl","Pavo muticus"
"conpea1","Congo Peacock","Afropavo congensis","Congo Peafowl","Afropavo congensis"
"crhpar1","Crimson-headed Partridge","Haematortyx sanguiniceps","Crimson-headed Partridge","Haematortyx sanguiniceps"
"redspu1","Red Spurfowl","Galloperdix spadicea","Red Spurfowl","Galloperdix spadicea"
"paispu1","Painted Spurfowl","Galloperdix lunulata","Painted Spurfowl","Galloperdix lunulata"
"ceyspu1","Sri Lanka Spurfowl","Galloperdix bicalcarata","Sri Lanka Spurfowl","Galloperdix bicalcarata"
"palpep1","Palawan Peacock-Pheasant","Polyplectron napoleonis","Palawan Peacock-Pheasant","Polyplectron napoleonis"
"mapphe1","Malayan Peacock-Pheasant","Polyplectron malacense","Malayan Peacock-Pheasant","Polyplectron malacense"
"bopphe1","Bornean Peacock-Pheasant","Polyplectron schleiermacheri","Bornean Peacock-Pheasant","Polyplectron schleiermacheri"
"gepphe1","Germain's Peacock-Pheasant","Polyplectron germaini","Germain's Peacock-Pheasant","Polyplectron germaini"
"grypep3","Hainan Peacock-Pheasant","Polyplectron katsumatae","Hainan Peacock-Pheasant","Polyplectron katsumatae"
"mopphe1","Mountain Peacock-Pheasant","Polyplectron inopinatum","Mountain Peacock-Pheasant","Polyplectron inopinatum"
"btpphe1","Bronze-tailed Peacock-Pheasant","Polyplectron chalcurum","Bronze-tailed Peacock-Pheasant","Polyplectron chalcurum"
"grypep2","Gray Peacock-Pheasant","Polyplectron bicalcaratum","Grey Peacock-Pheasant","Polyplectron bicalcaratum"
"sespar1","See-see Partridge","Ammoperdix griseogularis","See-see Partridge","Ammoperdix griseogularis"
"sanpar1","Sand Partridge","Ammoperdix heyi","Sand Partridge","Ammoperdix heyi"
"broqua1","Brown Quail","Synoicus ypsilophorus","Brown Quail","Coturnix ypsilophora"
"blbqua1","Blue-breasted Quail","Synoicus chinensis",NA,NA
"bluqua1","Blue Quail","Synoicus adansonii",NA,NA
"snmqua2","Snow Mountain Quail","Anurophasis monorthonyx","Snow Mountain Quail","Anurophasis monorthonyx"
"madpar2","Madagascar Partridge","Margaroperdix madagarensis",NA,NA
"japqua","Japanese Quail","Coturnix japonica","Japanese Quail","Coturnix japonica"
"comqua1","Common Quail","Coturnix coturnix","Common Quail","Coturnix coturnix"
"harqua1","Harlequin Quail","Coturnix delegorguei","Harlequin Quail","Coturnix delegorguei"
"raiqua1","Rain Quail","Coturnix coromandelica","Rain Quail","Coturnix coromandelica"
"stuqua1","Stubble Quail","Coturnix pectoralis","Stubble Quail","Coturnix pectoralis"
"nezqua1","New Zealand Quail","Coturnix novaezelandiae",NA,NA
"rocpar2","Rock Partridge","Alectoris graeca","Rock Partridge","Alectoris graeca"
"chukar","Chukar","Alectoris chukar","Chukar Partridge","Alectoris chukar"
"phipar1","Philby's Partridge","Alectoris philbyi","Philby's Partridge","Alectoris philbyi"
"przpar1","Przevalski's Partridge","Alectoris magna","Przevalski's Partridge","Alectoris magna"
"relpar1","Red-legged Partridge","Alectoris rufa","Red-legged Partridge","Alectoris rufa"
"arapar1","Arabian Partridge","Alectoris melanocephala","Arabian Partridge","Alectoris melanocephala"
"barpar2","Barbary Partridge","Alectoris barbara","Barbary Partridge","Alectoris barbara"
"causno1","Caucasian Snowcock","Tetraogallus caucasicus","Caucasian Snowcock","Tetraogallus caucasicus"
"cassno1","Caspian Snowcock","Tetraogallus caspius","Caspian Snowcock","Tetraogallus caspius"
"altsno1","Altai Snowcock","Tetraogallus altaicus","Altai Snowcock","Tetraogallus altaicus"
"tibsno1","Tibetan Snowcock","Tetraogallus tibetanus","Tibetan Snowcock","Tetraogallus tibetanus"
"himsno","Himalayan Snowcock","Tetraogallus himalayensis","Himalayan Snowcock","Tetraogallus himalayensis"
"jubqua1","Jungle Bush-Quail","Perdicula asiatica","Jungle Bush Quail","Perdicula asiatica"
"robqua1","Rock Bush-Quail","Perdicula argoondah","Rock Bush Quail","Perdicula argoondah"
"pabqua1","Painted Bush-Quail","Perdicula erythrorhyncha","Painted Bush Quail","Perdicula erythrorhyncha"
"mabqua1","Manipur Bush-Quail","Perdicula manipurensis",NA,NA
"himqua1","Himalayan Quail","Ophrysia superciliosa",NA,NA
"harfra3","Hartlaub's Francolin","Pternistis hartlaubi","Hartlaub's Spurfowl","Pternistis hartlaubi"
"hanfra2","Handsome Francolin","Pternistis nobilis","Handsome Spurfowl","Pternistis nobilis"
"camfra2","Cameroon Francolin","Pternistis camerunensis","Mount Cameroon Spurfowl","Pternistis camerunensis"
"chnfra1","Chestnut-naped Francolin","Pternistis castaneicollis","Chestnut-naped Spurfowl","Pternistis castaneicollis"
"chnfra3","Black-fronted Francolin","Pternistis atrifrons","Black-fronted Spurfowl","Pternistis atrifrons"
"ercfra","Erckel's Francolin","Pternistis erckelii","Erckel's Spurfowl","Pternistis erckelii"
"djifra1","Djibouti Francolin","Pternistis ochropectus","Djibouti Spurfowl","Pternistis ochropectus"
"dosfra2","Double-spurred Francolin","Pternistis bicalcaratus","Double-spurred Spurfowl","Pternistis bicalcaratus"
"heufra1","Heuglin's Francolin","Pternistis icterorhynchus","Heuglin's Spurfowl","Pternistis icterorhynchus"
"ahafra2","Ahanta Francolin","Pternistis ahantensis","Ahanta Spurfowl","Pternistis ahantensis"
"gysfra1","Gray-striped Francolin","Pternistis griseostriatus","Grey-striped Spurfowl","Pternistis griseostriatus"
"scafra2","Scaly Francolin","Pternistis squamatus","Scaly Spurfowl","Pternistis squamatus"
"rebfra1","Red-billed Francolin","Pternistis adspersus","Red-billed Spurfowl","Pternistis adspersus"
"capfra2","Cape Francolin","Pternistis capensis","Cape Spurfowl","Pternistis capensis"
"natfra2","Natal Francolin","Pternistis natalensis","Natal Spurfowl","Pternistis natalensis"
"hilfra2","Hildebrandt's Francolin","Pternistis hildebrandti","Hildebrandt's Spurfowl","Pternistis hildebrandti"
"jacfra2","Jackson's Francolin","Pternistis jacksoni","Jackson's Spurfowl","Pternistis jacksoni"
"swifra2","Swierstra's Francolin","Pternistis swierstrai","Swierstra's Spurfowl","Pternistis swierstrai"
"clafra1","Clapperton's Francolin","Pternistis clappertoni","Clapperton's Spurfowl","Pternistis clappertoni"
"harfra4","Harwood's Francolin","Pternistis harwoodi","Harwood's Spurfowl","Pternistis harwoodi"
"swafra2","Swainson's Francolin","Pternistis swainsonii","Swainson's Spurfowl","Pternistis swainsonii"
"yenspu1","Yellow-necked Francolin","Pternistis leucoscepus","Yellow-necked Spurfowl","Pternistis leucoscepus"
"gybfra1","Gray-breasted Francolin","Pternistis rufopictus","Grey-breasted Spurfowl","Pternistis rufopictus"
"renfra1","Red-necked Francolin","Pternistis afer","Red-necked Spurfowl","Pternistis afer"
"blkfra","Black Francolin","Francolinus francolinus","Black Francolin","Francolinus francolinus"
"paifra1","Painted Francolin","Francolinus pictus","Painted Francolin","Francolinus pictus"
"chifra1","Chinese Francolin","Francolinus pintadeanus","Chinese Francolin","Francolinus pintadeanus"
"gryfra","Gray Francolin","Francolinus pondicerianus","Grey Francolin","Francolinus pondicerianus"
"swafra1","Swamp Francolin","Francolinus gularis","Swamp Francolin","Francolinus gularis"
"crefra2","Crested Francolin","Dendroperdix sephaena","Crested Francolin","Dendroperdix sephaena"
"mobpar1","Mountain Bamboo-Partridge","Bambusicola fytchii","Mountain Bamboo Partridge","Bambusicola fytchii"
"chbpar3","Chinese Bamboo-Partridge","Bambusicola thoracicus","Chinese Bamboo Partridge","Bambusicola thoracicus"
"taibap1","Taiwan Bamboo-Partridge","Bambusicola sonorivox","Taiwan Bamboo Partridge","Bambusicola sonorivox"
"redjun","Red Junglefowl","Gallus gallus","Red Junglefowl","Gallus gallus"
"grejun2","Gray Junglefowl","Gallus sonneratii","Grey Junglefowl","Gallus sonneratii"
"ceyjun1","Sri Lanka Junglefowl","Gallus lafayettii","Sri Lanka Junglefowl","Gallus lafayettii"
"grejun1","Green Junglefowl","Gallus varius","Green Junglefowl","Gallus varius"
"coqfra2","Coqui Francolin","Peliperdix coqui","Coqui Francolin","Peliperdix coqui"
"whtfra2","White-throated Francolin","Peliperdix albogularis","White-throated Francolin","Peliperdix albogularis"
"schfra2","Schlegel's Francolin","Peliperdix schlegelii",NA,NA
"forfra2","Latham's Francolin","Peliperdix lathami","Latham's Francolin","Peliperdix lathami"
"rewfra2","Red-winged Francolin","Scleroptila levaillantii","Red-winged Francolin","Scleroptila levaillantii"
"rinfra2","Ring-necked Francolin","Scleroptila streptophora",NA,NA
"finfra2","Finsch's Francolin","Scleroptila finschi","Finsch's Francolin","Scleroptila finschi"
"orrfra2","Orange River Francolin","Scleroptila gutturalis","Orange River Francolin","Scleroptila gutturalis"
"gywfra1","Gray-winged Francolin","Scleroptila afra","Grey-winged Francolin","Scleroptila afra"
"moofra2","Moorland Francolin","Scleroptila psilolaema","Moorland Francolin","Scleroptila psilolaema"
"shefra2","Shelley's Francolin","Scleroptila shelleyi","Shelley's Francolin","Scleroptila shelleyi"
"blophe1","Blood Pheasant","Ithaginis cruentus","Blood Pheasant","Ithaginis cruentus"
"himmon1","Himalayan Monal","Lophophorus impejanus","Himalayan Monal","Lophophorus impejanus"
"sclmon1","Sclater's Monal","Lophophorus sclateri","Sclater's Monal","Lophophorus sclateri"
"chimon1","Chinese Monal","Lophophorus lhuysii","Chinese Monal","Lophophorus lhuysii"
"snopar1","Snow Partridge","Lerwa lerwa","Snow Partridge","Lerwa lerwa"
"verpar1","Verreaux's Partridge","Tetraophasis obscurus","Verreaux's Monal-Partridge","Tetraophasis obscurus"
"szepar1","Szechenyi's Partridge","Tetraophasis szechenyii","Szechenyi's Monal-Partridge","Tetraophasis szechenyii"
"westra1","Western Tragopan","Tragopan melanocephalus","Western Tragopan","Tragopan melanocephalus"
"sattra1","Satyr Tragopan","Tragopan satyra","Satyr Tragopan","Tragopan satyra"
"blytra1","Blyth's Tragopan","Tragopan blythii","Blyth's Tragopan","Tragopan blythii"
"temtra1","Temminck's Tragopan","Tragopan temminckii","Temminck's Tragopan","Tragopan temminckii"
"cabtra1","Cabot's Tragopan","Tragopan caboti","Cabot's Tragopan","Tragopan caboti"
"reephe1","Reeves's Pheasant","Syrmaticus reevesii","Reeves's Pheasant","Syrmaticus reevesii"
"copphe1","Copper Pheasant","Syrmaticus soemmerringii","Copper Pheasant","Syrmaticus soemmerringii"
"mikphe1","Mikado Pheasant","Syrmaticus mikado","Mikado Pheasant","Syrmaticus mikado"
"ellphe1","Elliot's Pheasant","Syrmaticus ellioti","Elliot's Pheasant","Syrmaticus ellioti"
"humphe1","Hume's Pheasant","Syrmaticus humiae","Mrs. Hume's Pheasant","Syrmaticus humiae"
"golphe","Golden Pheasant","Chrysolophus pictus","Golden Pheasant","Chrysolophus pictus"
"laaphe1","Lady Amherst's Pheasant","Chrysolophus amherstiae","Lady Amherst's Pheasant","Chrysolophus amherstiae"
"rinphe","Ring-necked Pheasant","Phasianus colchicus","Common Pheasant","Phasianus colchicus"
"whieap2","Tibetan Eared-Pheasant","Crossoptilon harmani","Tibetan Eared Pheasant","Crossoptilon harmani"
"whieap1","White Eared-Pheasant","Crossoptilon crossoptilon","White Eared Pheasant","Crossoptilon crossoptilon"
